Open,High,Low,Close,Volume
2020-11-06,43.5100,43.6100,42.5000,42.7100,17705227
2020-11-05,42.3400,43.5800,42.1800,43.0700,24945084
2020-11-04,42.5300,43.4100,41.8950,42.0800,25956392
2020-11-03,43.3000,44.0200,43.0600,43.5300,29985232
2020-11-02,41.8600,42.6700,41.2000,42.2100,24310834
2020-10-30,41.0300,41.5400,40.4900,41.4200,26971113
2020-10-29,41.1300,42.1500,40.7100,41.6600,23351024
2020-10-28,40.9700,41.5900,40.7450,41.1300,27485036
2020-10-27,43.0400,43.0400,41.8700,41.8800,24251710
2020-10-26,43.3600,43.4000,42.8100,43.2600,24928127
2020-10-23,44.2100,44.5700,43.6650,43.9500,18486488
2020-10-22,42.8900,43.9900,42.6600,43.9500,21341207
2020-10-21,43.4600,43.7299,42.9000,43.0100,19816327
2020-10-20,43.3700,44.0800,43.3400,43.5200,21255916
2020-10-19,43.3500,43.3900,42.8100,42.9000,22793574
2020-10-16,43.6800,43.8800,43.0800,43.1900,26007087
2020-10-15,42.5400,43.6350,42.2500,43.6100,26408021
2020-10-14,43.5200,44.2350,43.0000,43.0300,30300888
2020-10-13,46.1200,46.1200,43.5500,43.6800,49899070
2020-10-12,45.0900,45.9900,44.9500,45.8800,24070168
2020-10-09,45.0100,45.5900,44.6900,44.9300,25595564
2020-10-08,44.9100,45.1700,44.2800,44.7200,28630723
2020-10-07,45.0200,45.6300,44.6100,44.8400,22135786
2020-10-06,45.4750,46.0600,44.1600,44.4100,29505859
2020-10-05,44.2600,45.2300,44.2100,44.9100,24170628
2020-10-02,42.5400,43.8700,42.5200,43.6600,23899213
2020-10-01,43.3300,43.6500,42.6000,43.4400,21900505
2020-09-30,42.5800,43.5900,42.5000,43.1100,22533427
2020-09-29,43.1000,43.2900,42.0200,42.4200,20700286
2020-09-28,42.9200,43.8800,42.8900,43.3400,21204555
2020-09-25,41.8400,42.1300,41.5200,42.0200,26917180
2020-09-24,41.8500,42.5950,41.2900,42.1900,31259181
2020-09-23,43.6100,43.9500,41.7900,41.8500,28780156
2020-09-22,43.7900,44.1300,43.0750,43.2900,25799189
2020-09-21,43.4100,44.1550,43.0700,43.9300,33469709
2020-09-18,45.5200,45.9600,44.7550,44.8600,33201718
2020-09-17,45.4600,45.8300,45.0100,45.5300,28741596
2020-09-16,45.2100,46.7600,44.6200,46.0200,45536844
2020-09-15,48.1200,48.3900,44.6700,44.8100,84689733
2020-09-14,51.4900,52.0800,47.9000,48.1500,58798346
2020-09-11,50.8900,51.6850,50.8000,51.0000,21033248
2020-09-10,51.7200,52.5000,50.7000,50.9500,22324372
2020-09-09,51.2000,51.5900,50.6150,51.4000,19193919
2020-09-08,51.9200,52.0900,50.6599,51.0400,28128566
2020-09-04,52.4700,53.3600,51.4400,52.5200,25124049
2020-09-03,52.4400,53.6400,51.2300,51.5000,25003215
2020-09-02,51.0400,52.1400,50.6575,51.9500,15348570
2020-09-01,50.8800,51.5650,50.5400,51.2000,16909928
2020-08-31,51.9100,52.0400,51.1000,51.1200,16280126
2020-08-28,52.0700,52.3700,51.5250,52.2800,16990331
2020-08-27,50.7200,52.2101,50.6500,51.7200,19393454
2020-08-26,51.6600,51.7900,50.8150,50.8500,14541566
2020-08-25,51.8500,52.5050,50.9700,51.6500,17244775
2020-08-24,49.9000,51.1300,49.4500,51.0600,19745076
2020-08-21,49.4500,50.0800,49.1599,49.3000,17416043
2020-08-20,49.5300,50.0150,49.2300,49.5800,15920880
2020-08-19,50.6800,51.3300,50.0000,50.2900,20837297
2020-08-18,51.5200,51.5300,50.2800,50.3400,17100781
2020-08-17,52.6300,52.8200,51.3500,51.4200,19738660
2020-08-14,52.4500,53.3450,52.3550,52.9300,13861310
2020-08-13,52.8300,53.4800,52.5700,52.8900,13815271
2020-08-12,54.9400,55.0185,52.7450,53.3500,19347989
2020-08-11,54.4500,55.0270,53.5400,53.7600,25256473
2020-08-10,52.2900,53.2050,52.2500,52.8600,16850409
2020-08-07,50.5200,52.2300,50.1300,52.1200,21499086
2020-08-06,50.7500,51.2900,50.5800,50.8900,11024980
2020-08-05,50.5000,51.3100,50.4700,51.0400,16500766
2020-08-04,50.2300,50.3200,49.8500,50.1400,16230763
2020-08-03,50.5600,50.8500,49.6900,50.3900,15865381
2020-07-31,50.2600,50.3100,49.3678,50.0100,22488389
2020-07-30,51.1100,51.2000,49.8600,50.8700,24154649
2020-07-29,51.1700,52.5900,50.9900,52.5200,16990981
2020-07-28,51.0200,51.6600,50.9650,51.2700,13121392
2020-07-27,51.4600,51.4600,50.6050,51.2900,13991392
2020-07-24,52.1000,52.4800,51.5000,51.6700,16258882
2020-07-23,51.4500,52.2300,51.1300,52.0800,17090424
2020-07-22,51.5400,52.2800,51.1450,51.6600,17873400
2020-07-21,50.9000,51.8200,50.6700,51.7300,21942678
2020-07-20,49.9900,50.5800,49.7500,50.1400,23436585
2020-07-17,51.2200,51.4800,50.2000,50.2200,19744987
2020-07-16,51.2800,52.4600,50.9400,51.4600,18814373
2020-07-15,51.9000,52.1100,50.6800,51.8400,27663739
2020-07-14,51.2900,52.0800,50.0100,50.1500,35575830
2020-07-13,53.3300,53.6000,51.8600,52.2000,27075457
2020-07-10,49.4500,52.6900,49.4500,52.6500,27983904
2020-07-09,50.7300,51.0800,49.0300,49.4500,24244759
2020-07-08,50.2000,51.0700,49.9400,50.8800,19105910
2020-07-07,51.2500,51.3600,50.0900,50.3200,21225923
2020-07-06,51.8700,52.5600,51.1900,51.9700,22587576
2020-07-02,52.1200,52.4600,50.2800,50.5500,22034088
2020-07-01,51.7600,52.0000,50.1500,50.3500,19203129
2020-06-30,49.8100,51.5500,49.6500,51.1000,23349133
2020-06-29,50.2800,50.9200,49.6100,50.2900,22578568
2020-06-26,52.3400,52.3400,49.4700,49.5800,35373111
2020-06-25,50.3000,52.7900,50.1300,52.6800,28045344
2020-06-24,51.6700,51.8400,50.1600,50.8100,27191852
2020-06-23,52.9500,53.7300,52.5000,52.9500,22064107
2020-06-22,51.8500,52.5700,51.5200,52.0600,22627060
2020-06-19,54.0600,54.0900,51.5600,52.9200,50355792
2020-06-18,52.6700,53.6500,52.0300,53.0400,22260678
